student_id,topic,quiz_score,reading_time_seconds,quiz_time_seconds,attempts,hints_used,wrong_answers,correct_answers,mood,ease_rating,confidence_score,previous_score,improvement_rate,mistake_type,learning_style,proof_of_thought_score,socratic_engagement,teaching_verification,cognitive_depth,effort_consistency,needs_support,recommended_difficulty,learning_pace
S093,Fractions,85,65,334,1,1,2,8,want_challenge,2,86,88,-3,time_pressure,text,54,59,63,56,70,0,hard,fast
S074,Essay Writing,80,95,457,1,2,3,10,confident,1,86,69,11,repeated_topic_weakness,practice,66,39,89,40,94,0,hard,fast
S014,Geometry,59,159,459,2,0,4,7,need_revision,2,51,47,12,reading_mistake,visual,50,59,62,81,92,0,medium,slow
S074,Algebra,94,183,202,1,0,1,9,need_revision,1,96,96,-2,time_pressure,step_by_step,35,26,44,54,55,0,hard,fast
S004,Essay Writing,75,70,227,1,1,4,8,want_challenge,3,95,86,-11,repeated_topic_weakness,text,87,93,59,54,72,0,medium,normal
S004,Algebra,85,611,437,1,1,2,8,confident,1,64,76,9,reading_mistake,text,49,36,88,90,46,1,hard,fast
S024,Algebra,62,164,440,1,1,5,6,stressed,3,39,67,-5,careless_mistake,visual,100,43,53,57,82,1,medium,normal
S082,Fractions,69,144,270,1,3,4,8,confident,1,75,76,-7,time_pressure,audio,96,71,57,54,52,1,medium,normal
S059,Geometry,64,10,266,3,2,5,6,confident,2,76,51,13,reading_mistake,text,67,48,6,100,86,0,medium,normal
S100,Essay Writing,57,47,227,1,1,5,7,stressed,3,59,46,11,concept_confusion,audio,43,20,53,36,100,1,medium,normal
S035,Photosynthesis,79,1241,292,3,0,3,8,stressed,3,60,88,-9,careless_mistake,step_by_step,66,51,55,89,84,1,medium,normal
S035,Algebra,100,10,305,1,1,0,10,need_revision,3,85,99,1,concept_confusion,text,74,42,38,70,64,0,hard,fast
S037,Essay Writing,55,152,359,3,1,6,6,confused,3,62,68,-13,repeated_topic_weakness,text,76,75,100,50,87,1,medium,slow
S077,Fractions,100,18,428,1,2,0,10,confident,3,79,100,0,reading_mistake,audio,49,7,54,82,44,0,hard,fast
S038,Geometry,41,241,326,2,2,7,4,confident,3,62,31,10,careless_mistake,practice,93,43,39,52,53,0,easy,normal
S017,Photosynthesis,65,174,358,1,1,4,6,confused,2,61,55,10,calculation_mistake,step_by_step,76,61,57,42,69,1,medium,normal
S086,Geometry,82,156,512,2,0,3,9,confident,2,100,82,0,repeated_topic_weakness,visual,49,42,46,50,77,0,hard,fast
S010,Geometry,53,145,501,2,1,6,6,stressed,1,29,45,8,time_pressure,practice,99,81,77,100,47,1,medium,slow
S038,Fractions,90,805,414,2,1,1,10,confused,2,84,87,3,reading_mistake,audio,62,32,78,55,70,0,hard,fast
S089,Geometry,53,342,317,2,1,6,5,confident,3,46,50,3,concept_confusion,audio,66,83,82,32,75,0,medium,slow
S076,Photosynthesis,25,217,304,3,3,8,4,confused,3,29,32,-7,careless_mistake,text,78,41,61,61,72,1,easy,normal
S010,Essay Writing,67,93,264,3,0,4,8,stressed,5,69,62,5,time_pressure,step_by_step,61,39,65,79,60,1,medium,normal
S100,Geometry,62,325,334,3,1,5,7,confused,2,63,54,8,repeated_topic_weakness,audio,68,59,75,50,86,1,medium,normal
S019,Geometry,93,154,126,3,2,3,9,confident,3,97,99,-6,time_pressure,audio,49,61,68,32,81,0,hard,fast
S023,Photosynthesis,84,149,227,1,0,2,9,confused,1,65,70,14,time_pressure,step_by_step,67,34,51,57,60,1,hard,fast
S073,Essay Writing,16,230,308,2,6,8,2,confident,4,19,30,-14,repeated_topic_weakness,text,80,75,62,50,67,1,easy,normal
S061,Photosynthesis,57,74,165,1,3,4,6,stressed,3,59,42,15,reading_mistake,step_by_step,49,82,63,58,82,1,medium,slow
S005,Fractions,85,80,328,1,0,2,10,confused,3,100,80,5,reading_mistake,visual,63,62,100,65,69,1,hard,fast
S012,Essay Writing,71,421,298,1,3,4,7,stressed,1,63,74,-3,careless_mistake,practice,43,63,51,57,60,1,medium,normal
S006,Photosynthesis,40,223,326,2,4,7,6,want_challenge,4,38,45,-5,time_pressure,audio,44,55,69,91,71,1,easy,normal
S008,Photosynthesis,52,102,210,2,1,6,5,confident,4,52,45,7,reading_mistake,visual,50,68,47,61,51,0,medium,normal
S006,Algebra,29,62,286,1,2,7,4,need_revision,3,23,36,-7,careless_mistake,step_by_step,75,51,100,91,68,1,easy,normal
S047,Geometry,93,179,438,2,3,3,10,want_challenge,1,97,78,15,careless_mistake,practice,57,45,84,32,94,0,hard,fast
S007,Geometry,81,135,251,2,0,3,9,confident,3,64,75,6,concept_confusion,step_by_step,92,43,92,31,73,0,hard,fast
S087,Photosynthesis,34,616,325,2,3,7,3,confident,4,43,39,-5,repeated_topic_weakness,step_by_step,90,62,95,100,62,1,easy,slow
S011,Essay Writing,56,744,190,2,4,4,6,stressed,1,67,60,-4,reading_mistake,text,53,99,62,74,49,1,medium,slow
S017,Essay Writing,56,747,346,2,1,5,9,need_revision,3,25,64,-8,concept_confusion,text,63,81,62,48,61,0,medium,slow
S083,Geometry,100,414,432,1,2,0,10,need_revision,1,86,96,4,repeated_topic_weakness,step_by_step,18,60,75,90,85,0,hard,fast
S066,Geometry,67,167,508,1,0,3,7,confident,1,62,53,14,reading_mistake,audio,79,45,95,73,42,0,medium,normal
S028,Geometry,82,313,265,2,2,3,10,want_challenge,2,63,89,-7,careless_mistake,audio,64,53,70,51,59,0,hard,fast
S029,Algebra,98,543,312,3,0,1,10,confident,4,99,99,-1,reading_mistake,visual,62,45,100,85,52,0,hard,fast
S070,Essay Writing,71,143,334,3,0,4,7,confident,3,100,66,5,reading_mistake,step_by_step,47,68,51,48,81,1,medium,normal
S049,Algebra,53,211,433,4,0,6,5,confident,3,60,66,-13,repeated_topic_weakness,step_by_step,28,53,97,67,57,0,medium,normal
S093,Photosynthesis,64,1077,539,1,1,4,6,confident,3,56,75,-11,reading_mistake,audio,82,74,54,63,69,0,medium,normal
S057,Essay Writing,93,154,283,1,3,1,9,confident,4,97,100,-7,repeated_topic_weakness,practice,32,75,51,53,58,1,hard,fast
S061,Algebra,59,436,328,2,1,4,7,confused,4,66,64,-5,time_pressure,practice,65,35,68,56,63,1,medium,slow
S100,Photosynthesis,66,32,147,3,2,3,8,confused,2,72,63,3,careless_mistake,audio,84,65,45,66,55,1,medium,normal
S078,Algebra,52,718,376,1,0,6,5,want_challenge,4,45,65,-13,concept_confusion,practice,72,27,58,83,67,0,medium,slow
S071,Fractions,72,114,343,1,1,3,7,need_revision,4,53,84,-12,time_pressure,visual,66,63,68,68,78,0,medium,normal
S037,Fractions,61,96,423,2,2,4,6,need_revision,1,81,70,-9,reading_mistake,practice,87,31,54,88,89,0,medium,normal
S066,Algebra,74,234,366,1,1,3,7,need_revision,3,70,78,-4,concept_confusion,audio,65,22,55,39,60,0,medium,normal
S058,Geometry,62,262,468,1,1,4,7,want_challenge,4,60,54,8,careless_mistake,visual,62,63,25,57,87,0,medium,normal
S051,Essay Writing,76,379,84,2,1,3,9,confused,3,81,86,-10,careless_mistake,visual,74,85,27,62,87,1,medium,normal
S004,Geometry,63,109,270,1,2,4,6,want_challenge,2,60,57,6,repeated_topic_weakness,text,79,20,54,58,60,0,medium,normal
S019,Algebra,49,416,172,2,5,5,5,confident,2,29,41,8,careless_mistake,audio,61,58,72,65,89,1,easy,slow
S058,Essay Writing,16,244,389,2,5,8,2,confident,2,0,29,-13,concept_confusion,visual,82,71,82,84,75,1,easy,normal
S071,Essay Writing,44,442,85,1,2,6,4,confused,2,60,44,0,concept_confusion,text,66,68,81,62,65,1,easy,normal
S007,Algebra,65,89,485,2,1,4,6,confused,2,100,58,7,time_pressure,practice,69,49,59,49,66,1,medium,normal
S064,Essay Writing,48,622,338,2,3,5,5,confused,3,16,59,-11,repeated_topic_weakness,step_by_step,91,49,49,45,44,1,easy,slow
S055,Fractions,65,10,316,2,1,4,8,stressed,5,52,67,-2,calculation_mistake,step_by_step,98,52,52,92,79,1,medium,normal
S086,Fractions,70,239,202,1,1,4,7,confused,2,64,83,-13,reading_mistake,visual,38,35,63,20,54,1,medium,normal
S065,Essay Writing,53,111,293,2,1,6,6,confident,3,46,43,10,careless_mistake,visual,73,92,47,53,89,0,medium,slow
S048,Geometry,72,339,282,1,0,3,7,need_revision,3,66,66,6,reading_mistake,visual,50,44,56,32,55,0,medium,normal
S045,Algebra,79,137,329,2,0,2,8,need_revision,2,100,67,12,repeated_topic_weakness,visual,70,38,74,72,50,0,medium,normal
S099,Essay Writing,52,603,247,2,5,5,5,need_revision,1,78,61,-9,reading_mistake,audio,78,91,60,24,82,1,medium,slow
S083,Algebra,28,709,494,2,2,7,3,need_revision,4,28,37,-9,repeated_topic_weakness,practice,43,58,52,23,77,1,easy,slow
S081,Algebra,40,158,283,2,4,6,4,need_revision,2,53,42,-2,concept_confusion,practice,59,60,51,64,43,1,easy,normal
S006,Algebra,54,236,340,2,0,5,6,want_challenge,2,39,61,-7,reading_mistake,text,68,39,61,75,89,0,medium,slow
S070,Photosynthesis,84,74,149,2,1,3,8,confident,3,85,90,-6,repeated_topic_weakness,audio,42,84,71,56,81,0,hard,fast
S007,Geometry,75,1100,348,1,3,2,8,confident,4,83,69,6,reading_mistake,practice,87,57,52,75,69,0,medium,normal
S096,Photosynthesis,37,273,404,1,3,6,4,want_challenge,4,55,27,10,careless_mistake,text,63,57,90,35,76,1,easy,slow
S089,Photosynthesis,50,1081,299,3,1,6,5,confused,3,32,42,8,time_pressure,text,94,55,88,71,39,1,medium,slow
S011,Photosynthesis,69,261,268,1,0,3,7,stressed,4,73,69,0,calculation_mistake,step_by_step,50,61,29,66,45,1,medium,normal
S014,Fractions,56,546,398,3,1,5,6,confident,4,23,69,-13,reading_mistake,text,73,66,90,85,78,0,medium,slow
S078,Photosynthesis,81,17,351,2,1,3,8,confident,3,68,76,5,careless_mistake,text,81,34,64,47,79,0,hard,fast
S058,Fractions,49,137,317,1,5,5,5,need_revision,3,24,50,-1,reading_mistake,step_by_step,64,73,70,73,68,0,easy,slow
S082,Fractions,41,112,405,1,2,6,4,confident,4,35,44,-3,repeated_topic_weakness,practice,76,42,55,81,77,0,easy,slow
S066,Algebra,100,339,403,1,0,0,10,want_challenge,4,100,98,2,calculation_mistake,step_by_step,52,98,58,50,64,0,hard,fast
S057,Fractions,58,75,357,3,1,4,6,confident,2,44,53,5,calculation_mistake,text,72,57,47,77,68,0,medium,slow
S050,Essay Writing,60,729,439,1,1,4,7,confident,3,51,58,2,calculation_mistake,practice,83,76,68,94,57,0,medium,normal
S048,Geometry,60,440,286,2,0,5,6,confused,2,69,73,-13,concept_confusion,step_by_step,64,46,65,62,52,1,medium,normal
S047,Photosynthesis,59,1284,243,1,0,4,6,confident,3,58,57,2,reading_mistake,audio,85,45,64,63,70,0,medium,slow
S015,Fractions,90,207,228,1,1,1,10,need_revision,1,65,91,-1,careless_mistake,step_by_step,65,78,97,86,53,0,hard,fast
S050,Essay Writing,59,29,226,2,1,7,7,confident,2,41,61,-2,reading_mistake,practice,100,59,62,50,95,0,medium,normal
S079,Geometry,47,553,377,2,2,6,5,stressed,3,41,32,15,careless_mistake,audio,56,61,59,62,73,1,easy,normal
S058,Algebra,75,212,193,1,2,2,8,want_challenge,2,85,81,-6,careless_mistake,visual,59,60,77,74,100,0,medium,normal
S088,Geometry,58,31,205,2,1,4,6,stressed,3,64,44,14,repeated_topic_weakness,visual,64,41,91,31,61,1,medium,slow
S039,Algebra,98,109,282,1,1,0,10,need_revision,1,77,100,-2,repeated_topic_weakness,audio,60,77,87,46,58,0,hard,fast
S066,Algebra,51,80,139,1,2,5,5,confident,3,58,61,-10,calculation_mistake,audio,76,42,70,76,68,0,medium,normal
S064,Fractions,66,220,420,1,0,4,7,confused,4,36,51,15,time_pressure,text,91,46,34,60,75,1,medium,normal
S071,Algebra,30,412,301,1,2,7,3,stressed,3,38,34,-4,concept_confusion,visual,70,99,63,91,76,1,easy,slow
S068,Photosynthesis,45,106,329,1,4,6,8,need_revision,3,69,37,8,time_pressure,visual,64,100,70,48,81,1,easy,slow
S083,Fractions,62,177,308,1,0,5,8,confused,2,44,56,6,repeated_topic_weakness,step_by_step,75,80,61,39,77,1,medium,normal
S100,Essay Writing,48,476,301,5,3,5,5,stressed,2,66,39,9,calculation_mistake,audio,69,100,91,62,73,1,easy,normal
S016,Essay Writing,77,244,539,2,1,2,8,confident,3,82,77,0,calculation_mistake,audio,28,74,75,58,49,1,medium,normal
S091,Algebra,50,83,458,1,1,5,6,confident,2,29,36,14,time_pressure,text,76,38,100,71,84,0,medium,normal
S033,Algebra,74,168,254,1,0,3,7,stressed,2,69,82,-8,time_pressure,text,83,56,30,66,85,1,medium,normal
S039,Essay Writing,90,1356,386,1,0,1,10,confused,1,77,85,5,time_pressure,audio,60,87,51,43,71,0,hard,fast
S022,Essay Writing,78,304,285,2,0,4,8,need_revision,5,74,65,13,time_pressure,text,80,40,75,44,100,0,medium,normal
S073,Fractions,66,68,291,1,2,3,7,need_revision,5,94,68,-2,concept_confusion,visual,87,62,54,100,90,0,medium,normal
S006,Essay Writing,40,116,323,1,3,6,5,confident,3,49,43,-3,calculation_mistake,step_by_step,65,52,66,79,82,1,easy,normal
S064,Essay Writing,49,833,101,4,2,6,5,confident,2,89,59,-10,reading_mistake,practice,86,67,56,41,79,0,easy,normal
S088,Photosynthesis,48,346,272,1,4,5,6,confident,2,31,52,-4,concept_confusion,visual,61,39,28,32,53,1,easy,slow
S062,Photosynthesis,78,74,300,1,0,2,8,confident,4,92,77,1,time_pressure,audio,72,81,21,90,86,0,medium,normal
S041,Geometry,55,38,354,2,4,4,6,need_revision,5,72,62,-7,reading_mistake,practice,81,86,86,66,90,1,medium,slow
S066,Essay Writing,68,213,283,1,0,3,7,confident,2,83,70,-2,calculation_mistake,practice,52,57,71,46,66,0,medium,normal
S016,Geometry,46,508,411,2,3,5,5,confused,3,12,42,4,calculation_mistake,visual,100,57,42,34,74,1,easy,slow
S032,Algebra,38,163,324,2,2,6,4,need_revision,2,19,33,5,time_pressure,text,92,46,64,74,100,1,easy,normal
S098,Algebra,81,55,215,1,1,2,9,confused,2,99,81,0,time_pressure,practice,65,80,43,78,65,0,hard,fast
S003,Fractions,94,177,198,3,0,2,9,want_challenge,2,75,94,0,time_pressure,practice,79,65,100,72,94,0,hard,fast
S028,Essay Writing,85,667,436,3,1,2,10,confused,4,57,96,-11,concept_confusion,text,56,21,73,76,66,1,hard,fast
S084,Photosynthesis,70,619,178,2,0,4,7,confident,1,41,79,-9,concept_confusion,visual,45,76,78,71,65,1,medium,normal
S034,Geometry,57,265,212,1,1,5,6,need_revision,2,69,66,-9,reading_mistake,visual,100,61,99,100,43,0,medium,slow
S007,Essay Writing,69,10,395,2,3,3,8,stressed,5,48,59,10,reading_mistake,step_by_step,100,74,72,59,79,1,medium,normal
S058,Essay Writing,80,132,345,1,2,2,9,confident,4,91,81,-1,time_pressure,step_by_step,71,39,69,40,100,0,hard,fast
S013,Photosynthesis,58,10,296,2,1,4,6,confused,1,37,46,12,reading_mistake,step_by_step,61,79,62,38,65,0,medium,normal
S026,Essay Writing,75,280,302,2,1,2,8,confused,3,71,83,-8,time_pressure,visual,80,68,65,88,78,1,medium,normal
S018,Geometry,55,389,230,2,0,6,6,need_revision,2,57,69,-14,time_pressure,practice,93,53,49,59,86,0,medium,normal
S078,Essay Writing,67,292,272,2,2,4,8,confident,2,37,52,15,time_pressure,text,52,88,45,48,52,0,medium,normal
S021,Photosynthesis,70,132,354,1,1,3,8,want_challenge,4,76,74,-4,repeated_topic_weakness,text,74,73,61,100,70,0,medium,normal
S076,Geometry,7,174,308,2,2,9,1,confused,3,29,8,-1,time_pressure,step_by_step,53,78,58,49,72,1,easy,slow
S061,Fractions,80,228,129,2,0,2,9,confused,4,85,77,3,repeated_topic_weakness,visual,80,63,56,100,75,0,hard,fast
S093,Fractions,33,117,482,1,3,8,4,stressed,2,24,35,-2,reading_mistake,step_by_step,55,93,72,42,100,1,easy,slow
S022,Essay Writing,72,123,317,1,1,4,8,stressed,3,85,66,6,time_pressure,practice,66,33,58,19,49,1,medium,normal
S088,Algebra,100,220,143,1,0,1,10,confident,2,100,100,0,repeated_topic_weakness,visual,75,68,88,43,86,0,hard,fast
S057,Geometry,54,84,336,1,1,6,6,confused,3,31,49,5,careless_mistake,audio,44,72,53,52,89,1,medium,slow
S095,Fractions,45,247,200,2,3,6,4,need_revision,4,40,30,15,time_pressure,audio,71,75,78,65,66,1,easy,slow
S068,Photosynthesis,58,370,328,2,1,4,7,confident,3,53,59,-1,calculation_mistake,practice,94,87,72,60,64,0,medium,slow
S070,Geometry,63,10,414,1,1,5,6,stressed,2,77,63,0,repeated_topic_weakness,text,91,64,68,59,62,1,medium,normal
S025,Algebra,69,1481,139,1,0,3,7,confident,2,72,62,7,reading_mistake,audio,93,39,45,54,65,0,medium,normal
S039,Geometry,83,708,233,1,1,2,9,need_revision,2,64,75,8,repeated_topic_weakness,practice,85,26,60,38,100,0,hard,fast
S041,Photosynthesis,87,96,436,3,0,1,9,confident,2,70,99,-12,repeated_topic_weakness,text,87,59,67,61,56,0,hard,fast
S037,Fractions,61,170,150,2,0,4,7,stressed,1,59,49,12,time_pressure,practice,84,61,90,67,81,1,medium,normal
S051,Geometry,81,80,302,1,1,3,8,want_challenge,2,78,84,-3,calculation_mistake,text,81,87,34,33,37,0,hard,fast
S092,Fractions,51,77,316,4,0,6,6,confident,1,55,48,3,careless_mistake,text,47,38,55,46,94,1,medium,normal
S026,Essay Writing,54,122,179,2,1,5,5,confident,2,55,68,-14,time_pressure,text,54,48,41,60,52,0,medium,normal
S014,Essay Writing,83,797,290,1,2,2,8,need_revision,2,73,95,-12,calculation_mistake,audio,96,72,51,84,82,0,hard,fast
S068,Algebra,52,142,176,3,0,7,7,stressed,4,34,45,7,concept_confusion,visual,100,79,92,47,65,1,medium,slow
S013,Algebra,44,934,279,2,4,8,4,confident,4,49,58,-14,time_pressure,audio,79,44,71,55,68,1,easy,slow
S062,Algebra,47,705,190,1,3,5,8,need_revision,4,56,44,3,reading_mistake,text,75,52,100,68,50,1,easy,normal
S099,Fractions,62,237,234,1,2,4,6,stressed,2,74,69,-7,calculation_mistake,step_by_step,89,52,53,82,57,1,medium,normal
S005,Algebra,74,679,194,2,1,3,8,confused,1,89,81,-7,calculation_mistake,visual,60,45,51,75,60,0,medium,normal
S051,Photosynthesis,47,260,238,2,2,5,6,confident,3,66,44,3,repeated_topic_weakness,text,73,53,80,33,86,0,easy,normal
S002,Geometry,62,746,258,1,0,5,7,stressed,3,56,73,-11,concept_confusion,text,76,61,85,59,81,1,medium,normal
S083,Essay Writing,44,536,297,1,6,7,4,confused,2,36,55,-11,calculation_mistake,step_by_step,70,76,61,60,61,1,easy,normal
S043,Algebra,34,234,367,1,2,8,4,need_revision,5,32,23,11,repeated_topic_weakness,text,66,68,59,62,76,1,easy,normal
S002,Geometry,61,10,289,1,1,6,6,need_revision,3,61,49,12,time_pressure,audio,56,66,64,91,76,0,medium,normal
S023,Essay Writing,92,25,170,3,1,2,10,want_challenge,2,86,96,-4,careless_mistake,practice,100,62,55,76,74,0,hard,fast
S012,Photosynthesis,48,159,301,2,2,6,5,stressed,4,34,41,7,calculation_mistake,audio,100,71,100,35,86,1,easy,normal
S001,Geometry,85,16,286,1,0,2,10,confused,4,79,95,-10,careless_mistake,text,74,62,71,14,55,0,hard,fast
S093,Essay Writing,56,199,220,2,0,4,6,confident,3,67,56,0,repeated_topic_weakness,text,73,86,72,50,55,0,medium,normal
S008,Fractions,58,219,242,2,1,4,6,confused,2,40,46,12,calculation_mistake,practice,70,68,65,90,35,1,medium,slow
S089,Fractions,67,252,412,1,1,4,8,stressed,3,55,65,2,reading_mistake,text,54,97,66,39,82,1,medium,normal
S029,Algebra,72,53,336,1,1,3,7,confused,3,47,62,10,careless_mistake,step_by_step,62,52,89,83,57,1,medium,normal
S090,Essay Writing,25,727,109,1,2,8,2,want_challenge,3,16,30,-5,time_pressure,audio,74,53,90,98,51,1,easy,normal
S088,Essay Writing,75,210,123,3,0,2,8,want_challenge,3,40,61,14,concept_confusion,step_by_step,65,70,88,42,48,0,medium,normal
S058,Essay Writing,54,88,321,2,1,5,6,need_revision,3,59,40,14,concept_confusion,step_by_step,82,58,69,27,98,0,medium,normal
S008,Essay Writing,61,21,242,1,1,6,6,want_challenge,2,73,56,5,calculation_mistake,step_by_step,44,57,76,57,99,1,medium,normal
S022,Geometry,30,232,309,2,3,7,3,want_challenge,1,32,18,12,careless_mistake,visual,50,70,84,80,58,1,easy,slow
S012,Essay Writing,47,369,176,2,4,6,5,confused,2,21,48,-1,concept_confusion,practice,56,61,48,91,44,1,easy,normal
S072,Photosynthesis,62,57,215,3,0,5,6,stressed,2,62,76,-14,reading_mistake,visual,97,100,80,71,53,1,medium,normal
S001,Algebra,86,295,289,1,1,1,9,stressed,1,83,83,3,concept_confusion,practice,53,74,54,100,55,0,hard,fast
S008,Fractions,46,76,243,2,3,5,5,want_challenge,2,42,33,13,careless_mistake,visual,50,73,59,34,75,1,easy,normal
S099,Algebra,72,220,273,4,0,4,8,need_revision,4,71,85,-13,repeated_topic_weakness,practice,100,32,55,57,44,0,medium,normal
S048,Photosynthesis,79,137,277,1,2,2,9,confused,3,95,77,2,careless_mistake,practice,85,68,67,37,70,1,medium,normal
S085,Essay Writing,63,25,202,6,0,4,6,confident,3,64,64,-1,reading_mistake,visual,100,72,43,85,72,0,medium,normal
S023,Essay Writing,77,160,308,1,4,2,9,confused,2,65,71,6,calculation_mistake,audio,56,81,83,85,80,1,medium,normal
S039,Photosynthesis,82,96,275,1,1,2,8,stressed,4,73,86,-4,time_pressure,practice,69,67,72,73,64,0,hard,fast
S032,Photosynthesis,56,413,444,3,2,4,6,confident,3,73,45,11,reading_mistake,audio,43,55,100,77,79,0,medium,normal
S005,Photosynthesis,80,327,333,3,1,2,8,stressed,2,86,94,-14,concept_confusion,audio,57,100,60,44,90,0,hard,fast
S005,Photosynthesis,83,366,418,1,0,3,8,stressed,3,85,75,8,repeated_topic_weakness,visual,88,35,71,35,65,0,hard,fast
S057,Algebra,77,332,346,1,0,2,8,confused,1,73,88,-11,concept_confusion,audio,86,62,57,47,74,1,medium,normal
S038,Algebra,47,392,428,2,3,5,5,need_revision,4,48,36,11,repeated_topic_weakness,step_by_step,63,62,86,29,40,1,easy,slow
S031,Geometry,53,173,227,2,0,5,5,want_challenge,2,65,41,12,repeated_topic_weakness,step_by_step,86,66,53,63,67,0,medium,normal
S053,Geometry,79,106,349,1,1,4,9,confident,3,83,73,6,time_pressure,step_by_step,70,74,57,100,72,0,medium,normal
S095,Algebra,59,412,187,2,1,4,8,stressed,1,42,63,-4,careless_mistake,step_by_step,96,48,70,61,62,1,medium,slow
S083,Photosynthesis,84,124,364,1,1,2,8,need_revision,1,76,78,6,reading_mistake,practice,75,59,79,61,67,0,hard,fast
S039,Photosynthesis,47,863,464,1,2,6,6,confident,5,56,45,2,time_pressure,practice,47,69,46,65,65,1,easy,normal
S039,Algebra,53,10,292,2,1,6,5,need_revision,3,54,55,-2,concept_confusion,step_by_step,67,62,49,64,92,0,medium,slow
S054,Essay Writing,49,373,155,2,3,6,5,confused,3,65,36,13,careless_mistake,audio,58,74,62,31,83,1,easy,normal
S058,Geometry,37,154,389,2,3,6,4,confident,3,44,48,-11,repeated_topic_weakness,audio,54,42,79,68,67,1,easy,slow
S087,Essay Writing,46,128,132,4,3,6,7,stressed,3,32,50,-4,concept_confusion,audio,72,33,57,100,55,1,easy,normal
S062,Algebra,46,659,452,2,2,5,6,want_challenge,2,65,37,9,reading_mistake,text,44,74,65,85,73,0,easy,normal
S028,Algebra,43,207,379,2,2,6,4,want_challenge,3,25,45,-2,concept_confusion,practice,60,34,37,61,84,0,easy,normal
S090,Essay Writing,100,146,358,1,0,0,10,need_revision,2,100,95,5,careless_mistake,audio,69,73,89,65,64,0,hard,fast
S100,Geometry,61,369,396,2,1,5,6,confused,2,59,61,0,time_pressure,text,65,50,90,80,69,1,medium,normal
S047,Essay Writing,85,15,63,1,0,2,8,want_challenge,4,69,81,4,careless_mistake,visual,47,37,48,65,58,0,hard,fast
S093,Photosynthesis,69,29,209,1,1,3,9,need_revision,4,98,62,7,reading_mistake,audio,86,52,43,66,55,0,medium,normal
S048,Geometry,70,98,314,1,1,4,8,confused,2,81,74,-4,time_pressure,audio,87,92,60,53,66,1,medium,normal
S003,Geometry,78,158,346,1,0,2,8,stressed,4,70,70,8,time_pressure,step_by_step,86,69,84,44,56,1,medium,normal
S038,Algebra,50,95,265,1,2,6,5,confident,3,61,58,-8,calculation_mistake,practice,75,47,68,51,65,0,medium,normal
S064,Essay Writing,87,221,138,1,1,1,9,stressed,2,69,90,-3,repeated_topic_weakness,text,100,83,58,62,46,1,hard,fast
S063,Photosynthesis,54,308,412,1,0,6,5,confused,2,67,50,4,repeated_topic_weakness,text,68,46,70,51,60,1,medium,slow
S024,Essay Writing,81,191,249,1,3,2,8,want_challenge,4,60,72,9,concept_confusion,step_by_step,92,32,79,18,66,1,hard,fast
S010,Fractions,100,171,145,1,2,1,10,need_revision,1,97,100,0,careless_mistake,audio,84,76,62,79,33,0,hard,fast
S030,Fractions,82,569,225,1,1,2,9,need_revision,2,74,86,-4,concept_confusion,audio,76,49,62,68,89,0,hard,fast
S048,Fractions,64,406,157,2,2,4,7,stressed,3,44,66,-2,repeated_topic_weakness,step_by_step,55,53,79,50,70,0,medium,normal
S085,Photosynthesis,54,251,193,2,0,6,5,confident,5,50,67,-13,time_pressure,step_by_step,89,34,94,69,66,0,medium,slow
S002,Fractions,42,279,217,2,4,7,4,confused,2,26,35,7,reading_mistake,step_by_step,100,84,52,45,80,1,easy,slow
S023,Fractions,70,1211,264,1,1,3,7,want_challenge,2,48,83,-13,time_pressure,audio,72,14,71,54,84,0,medium,normal
S031,Algebra,43,192,238,1,3,6,4,stressed,2,23,45,-2,reading_mistake,text,65,41,57,89,69,1,easy,slow
S052,Photosynthesis,78,623,221,1,4,2,8,stressed,4,62,87,-9,repeated_topic_weakness,audio,60,42,58,74,100,1,medium,normal
S011,Fractions,60,478,159,1,2,5,7,confident,2,54,66,-6,careless_mistake,practice,48,87,59,62,89,1,medium,normal
S008,Fractions,55,487,209,1,1,4,6,need_revision,3,38,69,-14,concept_confusion,practice,57,71,51,86,46,0,medium,slow
S083,Geometry,44,84,429,1,3,7,4,stressed,2,42,41,3,concept_confusion,step_by_step,86,72,58,65,74,1,easy,slow
S035,Fractions,78,683,94,1,2,4,8,want_challenge,1,100,84,-6,repeated_topic_weakness,text,12,49,55,41,43,0,medium,normal
S073,Fractions,0,144,419,1,3,10,2,confident,1,0,14,-14,reading_mistake,visual,81,19,46,73,88,1,easy,normal
S097,Photosynthesis,85,245,272,1,1,2,8,want_challenge,1,100,95,-10,reading_mistake,audio,37,64,90,57,50,0,hard,fast
S050,Essay Writing,100,531,253,1,2,0,10,confident,2,100,100,0,repeated_topic_weakness,audio,99,78,69,61,67,0,hard,fast
S089,Fractions,87,19,494,1,1,1,9,confused,2,80,84,3,reading_mistake,visual,50,69,45,51,79,0,hard,fast
S010,Geometry,73,121,299,1,1,5,8,stressed,4,70,62,11,time_pressure,step_by_step,85,59,86,100,48,1,medium,normal
S100,Geometry,60,10,306,1,1,4,6,confident,1,82,47,13,reading_mistake,practice,78,49,18,74,73,0,medium,normal
S063,Algebra,92,93,260,1,1,2,9,confused,1,90,89,3,careless_mistake,practice,62,59,43,95,57,0,hard,fast
S049,Fractions,51,318,175,3,0,6,5,need_revision,2,42,44,7,reading_mistake,audio,100,64,72,68,64,0,medium,normal
